age,study_hours,study_seatings,social_media_hours,attendance,skill_hours,semester_gpa,cumulative_gpa,credits,family_income,english_proficiency_basic,english_proficiency_intermediate,health_issues_no,health_issues_yes,health_issues_no,scholarship_yes,gender_male,transportation_yes,disabilities_yes,skills_cyber_security,skills_machine_learning,skills_networking,skills_other,skills_programming,skills_software_development,skills_web_development,interest_area_data_science,interest_area_hardware,interest_area_machine_learning,interest_area_networking,interest_area_other,interest_area_software,interest_area_ui/ux
23,3,2,2,80.0,2,2.68,3.15,136,100000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,4,1,6,90.0,2,2.68,3.15,11,50000,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25,1,3,1,90.0,1,2.68,3.15,136,20000,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,3,2,4,90.0,2,2.68,3.15,11,30000,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23,3,2,4,40.0,2,2.4,2.4,70,60000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23,4,2,2,90.0,1,2.68,3.15,88,50000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22,4,2,2,90.0,2,2.16,2.75,35,40000,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22,8,3,3,90.0,2,2.68,3.15,100,40000,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23,5,3,2,5.0,2,2.68,3.15,88,12000,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,5,3,2,97.0,4,0.0,2.31,46,50000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20,2,3,3,80.0,3,1.75,2.51,50,50000,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,4,2,4,90.0,2,2.68,3.15,88,10000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22,2,2,4,90.0,0,2.68,3.15,88,50000,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,3,2,0,92.0,3,2.68,3.15,11,100000,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
21,6,3,2,100.0,1,2.68,3.15,88,30000,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21,2,1,4,88.0,3,2.68,3.15,88,40000,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,1,1,6,95.0,1,2.68,3.15,0,50000,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,3,2,2,98.0,2,2.6,2.81,75,500000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20,7,2,1,90.0,9,3.33,3.5,33,40000,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
24,3,2,2,90.0,2,4.0,3.92,34,40000,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,6,3,2,100.0,3,3.25,3.25,11,30000,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
22,1,1,1,100.0,2,3.46,3.1,102,40000,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19,1,2,2,85.0,1,3.73,3.73,11,20000,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
26,3,2,1,100.0,5,2.0,2.0,80,25000,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
25,2,1,5,80.0,2,3.78,3.56,132,20000,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
24,6,4,1,100.0,2,3.42,3.02,136,50000,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,4,5,5,95.0,1,3.5,3.2,122,15000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,2,1,3,90.0,2,3.26,3.26,11,22000,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,2,2,2,70.0,1,3.9,3.8,12,25000,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,1,5,95.0,1,3.7,3.68,105,50000,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,3,2,3,100.0,2,3.82,3.65,78,30000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21,5,2,5,99.0,2,3.85,3.72,126,100000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
24,2,2,3,95.0,3,3.1,2.84,133,20000,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,2,2,6,90.0,0,2.67,2.67,12,35000,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
23,3,2,1,80.0,1,3.82,3.6,84,30000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
20,4,3,2,100.0,2,3.72,3.72,11,40000,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,2,1,2,90.0,1,3.51,3.56,125,40000,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22,8,7,4,90.0,5,3.48,3.35,75,40000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22,3,2,20,90.0,1,2.65,2.99,121,50000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22,6,3,2,100.0,5,3.72,3.42,131,62488,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23,3,2,3,85.0,1,1.96,1.96,11,62488,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23,2,2,1,95.0,2,3.38,3.6,120,50000,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23,7,2,2,80.0,2,2.8,2.8,130,18000,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21,5,2,4,100.0,2,3.36,3.59,100,40000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
22,2,2,4,85.0,1,3.33,3.1,80,62488,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
25,1,1,2,90.0,2,2.11,2.54,126,80000,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
21,1,1,6,52.0,1,2.83,3.05,37,20000,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,3,2,4,88.0,2,2.2,2.2,30,62488,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23,6,3,6,98.0,3,3.2,3.22,110,50000,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
26,4,2,1,70.0,2,2.81,3.2,104,12000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,5,3,2,100.0,5,3.48,3.48,11,20000,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,5,1,6,90.0,5,4.0,0.0,11,50000,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,2,7,6,100.0,4,4.0,4.0,14,62488,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23,4,2,6,90.0,1,3.7,3.5,89,50000,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
20,3,1,6,100.0,0,0.0,0.0,11,25000,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,4,3,5,90.0,3,3.68,0.0,11,25000,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
21,5,2,2,95.0,2,3.3,3.3,11,50000,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,4,2,2,88.0,6,3.85,3.1,115,62488,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
21,2,2,3,90.0,5,4.0,3.78,120,50000,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24,4,2,1,97.0,2,2.98,2.91,136,20000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22,5,3,15,100.0,4,3.64,3.75,88,34000,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
19,6,5,1,95.0,2,3.56,3.58,11,10000,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23,1,1,2,65.0,1,1.68,3.1,120,30000,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20,3,3,5,80.0,2,2.54,2.54,11,40000,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20,7,3,1,95.0,1,3.9,3.9,11,50000,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,6,3,3,90.0,1,3.84,3.77,99,60000,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22,1,2,1,70.0,6,3.68,3.39,117,16000,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23,2,1,2,95.0,2,3.14,3.14,101,40000,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23,4,2,4,95.0,1,3.69,3.23,125,30000,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26,3,2,1,95.0,6,2.73,3.08,110,25000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24,2,2,1,80.0,4,3.48,3.0,123,62488,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,5,2,12,75.0,2,2.61,2.61,11,40000,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,7,2,2,100.0,2,0.0,0.0,0,70000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23,1,1,2,88.0,1,2.8,2.68,84,50000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23,1,3,1,90.0,2,1.52,2.15,70,36000,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,2,1,3,85.0,3,3.12,3.08,83,30000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24,5,2,1,90.0,3,3.68,3.33,118,20000,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
24,4,2,1,85.0,1,2.25,2.64,103,20000,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22,1,2,1,90.0,1,3.5,3.43,126,100000,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,6,2,1,100.0,3,0.0,0.0,0,50000,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,2,1,1,90.0,2,3.36,3.72,88,20000,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,1,1,4,99.0,2,3.83,3.83,11,35000,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,4,2,1,90.0,4,1.98,2.98,104,25000,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
19,3,2,2,98.0,2,3.37,3.37,11,62488,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,3,2,3,88.0,1,3.15,3.15,11,62488,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
19,5,3,3,88.0,2,0.0,0.0,0,30000,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,1,1,1,100.0,2,0.0,0.0,0,150000,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20,4,2,3,98.0,2,0.0,0.0,0,50000,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23,3,2,3,90.0,2,2.79,2.84,133,30000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
21,5,3,2,95.0,1,3.52,3.65,23,62488,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,1,2,2,90.0,1,3.85,3.79,35,35000,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
23,4,2,5,70.0,2,3.01,2.89,120,90000,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20,3,2,2,90.0,3,3.18,3.18,24,80000,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
19,5,2,5,100.0,3,3.72,3.89,26,60000,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21,3,2,10,70.0,3,2.8,2.9,40,500000,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,2,2,3,90.0,1,3.42,3.56,23,50000,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,3,2,3,85.0,2,2.49,3.03,25,40000,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,2,1,3,95.0,1,2.68,3.15,23,100000,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,3,2,2,90.0,1,3.86,3.67,49,20000,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,3,1,1,100.0,1,0.0,0.0,0,30000,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,6,3,2,90.0,3,3.82,3.7,55,50000,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,2,1,2,75.0,1,3.58,3.1,23,40000,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,5,2,2,98.0,2,2.57,2.8,45,30000,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,5,2,2,95.0,3,3.86,3.92,23,40000,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
22,3,1,3,80.0,1,4.0,4.0,11,40000,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,1,2,7,80.0,0,0.0,0.0,0,60000,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,1,2,2,90.0,1,3.1,3.4,65,40000,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,6,3,4,100.0,3,0.0,0.0,0,40000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,1,2,1,95.0,2,3.68,3.65,24,45000,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,7,2,3,2.0,0,3.4,3.4,11,40000,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,8,2,2,100.0,1,0.0,0.0,0,10000,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20,3,2,2,70.0,3,2.45,2.95,25,50000,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25,2,1,3,80.0,1,2.4,2.89,130,62488,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20,4,3,1,99.0,3,3.47,3.2,23,50000,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,2,1,1,87.0,1,2.53,3.05,115,37000,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23,1,1,3,50.0,1,2.56,2.72,26,45000,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
19,4,2,3,100.0,1,0.0,0.0,0,100000,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20,2,1,1,80.0,1,2.36,2.56,65,35000,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20,2,1,1,100.0,1,0.0,0.0,0,400006,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
21,1,1,2,100.0,0,0.0,0.0,0,70000,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
22,4,1,2,100.0,2,2.68,3.15,11,20000,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,2,2,1,90.0,1,3.19,2.73,24,40000,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
21,2,2,1,88.0,1,2.11,2.13,25,30000,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
22,6,3,2,98.0,2,3.1,3.07,107,60000,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
21,4,2,5,95.0,2,3.28,3.0,25,70000,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,1,2,2,100.0,0,3.15,3.15,11,35000,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,5,2,3,90.0,1,3.6,3.6,14,10000,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,3,1,1,90.0,2,3.75,3.7,24,50000,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
20,1,1,3,90.0,2,3.85,3.92,34,40000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,3,3,2,90.0,2,2.68,2.68,23,100000,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
21,3,2,1,99.0,3,3.18,3.18,11,62488,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
24,2,1,1,90.0,2,3.39,3.4,128,5000,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
20,4,1,4,100.0,2,2.98,3.38,25,60000,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,9,2,3,97.0,5,3.7,3.15,23,50000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23,1,2,2,80.0,2,3.25,2.95,130,40000,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
19,2,1,3,85.0,1,3.03,3.21,25,30000,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,2,2,3,95.0,1,3.1,3.18,48,50000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,2,1,3,98.0,1,3.7,3.7,12,120000,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,9,2,6,70.0,4,4.0,4.0,12,30000,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,1,1,2,85.0,1,3.18,3.45,23,62488,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,2,2,3,100.0,2,3.61,3.74,25,40000,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,2,1,0,70.0,1,3.01,3.22,23,70000,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,2,2,5,80.0,2,3.26,3.36,23,40000,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25,1,1,2,100.0,2,3.6,3.72,130,300000,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,2,3,5,100.0,3,3.12,3.01,23,50000,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,4,3,2,100.0,2,3.93,3.93,11,50000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20,5,3,6,95.0,1,3.0,3.55,23,150000,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
24,1,2,3,70.0,1,1.61,2.44,40,25000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
22,1,1,3,80.0,1,2.79,3.15,50,40000,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22,2,1,3,98.0,2,3.83,3.4,25,40000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
26,3,1,2,100.0,3,3.58,3.27,130,62488,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
21,3,1,4,100.0,2,3.39,3.19,25,70000,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
20,3,3,2,100.0,2,3.38,3.37,23,25000,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
19,3,3,1,100.0,2,3.03,3.15,23,30000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
20,3,1,1,100.0,1,0.0,0.0,0,40000,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
21,1,1,1,95.0,1,3.65,3.7,30,40000,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,3,1,2,80.0,1,3.18,2.69,90,30000,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
21,3,2,2,100.0,2,3.78,3.15,90,30000,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
24,1,1,4,70.0,3,2.56,3.38,90,30000,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
20,2,2,12,90.0,0,2.94,3.1,24,45000,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
19,3,2,4,77.0,3,2.36,2.88,23,80000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,3,2,5,100.0,2,3.8,3.8,11,30000,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,0,0,15,80.0,0,1.53,2.43,23,30000,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,2,2,5,80.0,3,3.0,2.91,90,35000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20,2,1,5,80.0,1,2.32,2.66,23,40000,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,6,2,4,90.0,1,0.0,0.0,11,62488,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
21,3,0,12,50.0,0,3.37,3.15,23,62488,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22,2,1,3,100.0,1,2.89,3.37,24,50000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
21,2,3,2,90.0,2,3.17,3.15,24,40000,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,2,2,5,100.0,1,2.26,2.31,20,35000,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,5,2,2,99.0,1,3.65,3.65,12,35000,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,2,1,1,96.0,1,3.03,3.02,25,49000,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
