age,study_hours,study_seatings,social_media_hours,attendance,skill_hours,semester_gpa,cumulative_gpa,credits,family_income,english_proficiency_basic,english_proficiency_intermediate,health_issues_no,health_issues_yes,health_issues_no,scholarship_yes,gender_male,transportation_yes,disabilities_yes,skills_cyber_security,skills_machine_learning,skills_networking,skills_other,skills_programming,skills_software_development,skills_web_development,interest_area_data_science,interest_area_hardware,interest_area_machine_learning,interest_area_networking,interest_area_other,interest_area_software,interest_area_ui/ux
22,2,1,4,80.0,0,3.93,3.44,53,15000,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22,4,3,2,80.0,2,3.0,3.09,105,2000000,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
20,2,1,3,98.0,0,0.0,0.0,0,62488,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,8,4,2,88.0,2,3.45,3.45,11,30000,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,3,4,1,100.0,1,2.94,3.03,23,62488,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,8,2,1,100.0,4,3.93,3.95,25,50000,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,1,1,2,85.0,2,3.86,3.84,24,50000,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
20,4,2,2,100.0,1,2.93,2.84,26,30000,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,5,3,1,80.0,2,3.06,3.08,36,7000,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,2,1,7,100.0,0,0.0,0.0,0,50000,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
21,0,0,3,100.0,4,3.92,3.94,60,50000,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,2,1,2,98.0,1,3.17,3.53,25,30000,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,1,1,3,95.0,1,3.63,3.63,11,35000,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,8,2,2,98.0,2,3.98,3.86,23,20000,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,6,1,2,97.0,3,3.39,2.8,20,40000,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18,2,2,3,90.0,1,3.68,3.68,11,40000,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,5,3,4,90.0,3,3.83,3.83,11,20000,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,3,1,4,100.0,2,3.64,3.74,87,50000,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,2,1,1,100.0,1,2.96,3.38,25,25000,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22,3,2,1,100.0,2,2.25,3.15,60,20000,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,5,1,2,100.0,2,3.8,3.8,11,20000,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
20,1,2,5,90.0,1,3.49,3.5,23,30000,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,2,1,2,60.0,1,2.11,3.0,26,50000,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,3,1,3,99.0,1,3.42,3.42,11,20000,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23,5,2,6,99.0,2,3.96,3.93,76,12500,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
23,7,3,2,90.0,4,2.86,3.26,125,15000,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21,5,3,4,60.0,1,0.5,0.5,11,5000,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,5,2,3,98.0,1,3.5,3.5,0,20000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,1,2,2,90.0,1,2.52,2.52,12,50000,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,4,1,2,98.0,3,3.72,3.71,25,60000,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22,5,2,2,95.0,1,2.8,3.35,120,68000,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
21,3,2,2,99.0,1,3.98,3.99,58,40000,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,4,2,3,100.0,2,3.68,3.61,24,40000,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,1,1,5,90.0,1,3.03,2.94,25,50000,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,3,2,4,95.0,1,3.34,3.18,120,40000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
21,8,2,2,100.0,1,3.39,3.39,12,50000,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23,3,2,3,96.0,2,3.78,3.55,141,18000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24,2,2,8,100.0,8,1.05,2.97,42,62488,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20,2,3,4,85.0,2,2.06,2.2,23,25000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20,3,1,3,95.0,2,3.67,3.67,11,45000,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,5,2,3,100.0,3,3.78,3.78,11,40000,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,1,1,1,75.0,1,1.63,2.61,79,60000,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
21,2,1,6,70.0,2,3.17,3.39,22,40000,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20,2,1,2,100.0,3,3.82,3.91,23,100000,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22,2,1,4,100.0,0,2.55,2.55,11,40000,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
22,2,3,2,92.0,1,3.79,3.89,23,35000,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,2,1,3,99.0,0,4.0,4.0,10,20000,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23,3,2,2,85.0,2,3.76,3.62,120,33000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
21,5,3,4,100.0,2,3.74,3.91,88,15000,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
20,1,1,2,98.0,2,0.0,0.0,0,20000,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20,2,1,1,99.0,2,3.15,3.15,13,20000,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,2,2,4,100.0,2,3.38,3.2,23,50000,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,5,2,3,90.0,3,3.98,3.97,58,70000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22,2,2,1,95.0,1,2.1,2.1,14,25000,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,3,1,5,80.0,1,2.72,2.25,62,60000,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22,3,1,3,98.0,4,3.3,3.39,23,50000,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,4,1,2,100.0,3,4.0,3.72,23,30000,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,2,2,3,90.0,2,3.1,3.1,12,20000,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20,1,1,3,90.0,1,2.56,2.01,23,35000,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,2,3,12,80.0,1,3.21,3.21,12,30000,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
19,6,2,2,95.0,2,0.0,0.0,0,70000,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,4,2,3,75.0,1,3.38,3.38,14,15000,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,3,2,2,92.0,1,3.15,3.15,11,50000,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,1,1,4,95.0,2,3.9,3.9,11,30000,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,2,1,1,98.0,1,3.95,3.95,12,50000,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,3,2,3,100.0,1,3.03,3.03,12,90000,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,7,1,5,60.0,2,2.59,2.56,133,28000,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3,1,2,100.0,2,0.0,0.0,0,30000,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,5,2,4,99.0,3,3.45,3.3,25,25000,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,1,1,4,85.0,1,3.6,3.6,11,40000,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,6,2,1,98.0,5,3.53,3.53,11,40000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,3,2,2,99.0,1,3.86,3.69,90,50000,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
19,3,2,4,100.0,2,3.48,2.4,11,25000,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,2,1,1,98.0,6,3.7,3.77,54,62488,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,3,1,1,100.0,2,3.84,3.84,11,50000,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,6,2,2,100.0,3,3.4,3.29,85,60000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
19,4,2,2,90.0,1,3.43,3.43,14,24000,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,4,2,2,100.0,12,3.7,3.7,11,30000,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,4,3,4,85.0,3,3.02,3.2,70,20000,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
20,2,1,3,90.0,2,3.48,2.98,23,20000,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,3,2,2,90.0,2,3.53,3.53,13,40000,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,4,1,2,90.0,3,3.06,3.41,87,30000,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
20,2,1,3,100.0,1,3.9,3.9,11,20000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,2,2,4,95.0,0,0.0,0.0,0,50000,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20,3,3,1,99.0,4,3.19,3.37,101,40000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21,4,2,2,95.0,4,0.13,0.13,11,30000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,4,1,2,98.0,2,3.05,3.05,11,20000,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,3,2,1,99.0,1,4.0,4.0,11,80000,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,4,1,3,98.0,3,3.75,3.75,11,60000,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,3,3,2,90.0,4,3.33,3.33,12,20000,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,4,1,1,80.0,2,2.81,2.81,35,40000,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
21,3,3,4,90.0,0,2.18,2.08,11,35000,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
21,4,2,1,100.0,2,0.0,0.0,0,30000,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23,0,3,3,70.0,6,3.7,3.75,70,20000,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24,2,1,1,90.0,2,3.62,3.0,140,62488,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20,2,2,3,87.0,1,3.18,3.18,11,35000,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,3,2,8,98.0,1,3.55,3.59,11,100000,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23,4,2,2,100.0,6,3.58,3.75,23,15000,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22,2,1,8,90.0,3,3.88,3.88,12,10000,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,2,1,10,90.0,3,3.0,3.0,12,30000,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,4,2,1,95.0,2,4.0,4.0,11,40000,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,2,2,1,80.0,3,3.97,3.97,11,30000,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22,3,2,1,75.0,2,3.79,3.69,25,100000,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,6,2,2,90.0,2,2.96,2.89,111,50000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21,5,1,3,88.0,3,3.77,3.86,49,30000,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25,1,1,1,90.0,4,3.44,3.48,124,50000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
19,4,3,3,100.0,1,0.0,0.0,0,40000,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21,2,2,2,85.0,1,3.56,3.66,23,25000,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,3,2,1,100.0,1,3.56,3.56,12,40000,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,5,2,2,88.0,3,2.48,2.74,23,35000,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,0,2,3,97.0,1,0.0,0.0,0,35000,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20,1,1,5,80.0,0,3.25,3.2,11,40000,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
19,4,2,5,85.0,0,0.0,0.0,0,50000,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
22,2,1,3,80.0,2,3.7,3.4,39,50000,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
20,1,1,2,100.0,0,3.38,3.58,25,80000,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
21,1,2,2,80.0,4,3.78,3.9,49,40000,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24,4,2,3,95.0,2,3.4,3.5,106,20000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
24,2,1,3,80.0,5,2.58,2.93,106,65000,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,1,1,1,85.0,1,3.96,3.7,85,25000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
21,3,2,2,88.0,2,3.58,3.76,25,40000,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,2,2,4,99.0,2,3.79,3.91,23,50000,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,1,2,1,,1,2.17,3.06,44,15000,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22,3,2,2,90.0,4,1.12,1.88,32,60000,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21,4,3,1,99.0,2,3.72,3.67,25,35000,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,5,3,1,88.0,2,3.55,3.55,11,35000,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,4,2,2,98.0,2,2.83,2.82,65,25000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,2,1,2,95.0,1,3.88,3.88,11,35000,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
21,1,1,4,90.0,2,4.0,4.0,12,25000,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
21,3,1,3,97.0,1,3.0,3.66,87,150000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
26,8,2,2,90.0,5,2.44,2.44,90,20000,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21,4,2,1,98.0,1,2.82,3.0,23,25000,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21,2,2,1,100.0,2,3.9,3.9,11,50000,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,5,1,12,98.0,2,3.33,3.33,12,62488,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,3,3,2,97.0,2,3.7,3.7,11,35000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,4,2,3,90.0,1,3.98,3.98,11,25000,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21,2,2,1,100.0,1,3.4,3.8,11,60000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22,1,1,2,70.0,1,3.81,3.81,11,400000,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23,1,2,3,90.0,0,3.97,3.97,11,25000,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,8,2,8,90.0,2,3.33,3.33,12,30000,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,3,1,3,70.0,5,2.68,2.89,23,15000,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,3,2,2,95.0,1,3.84,3.84,11,30000,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,2,1,1,75.0,1,3.54,3.69,25,20000,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
21,2,2,3,88.0,2,1.78,3.15,20,25000,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,2,1,3,90.0,1,2.32,2.8,24,35000,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20,3,1,3,90.0,2,4.0,4.0,11,50000,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,2,2,2,95.0,2,0.0,0.0,0,62488,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20,5,2,1,90.0,2,3.8,3.8,12,20000,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,0,0,3,100.0,6,2.08,2.91,49,30000,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,2,3,1,95.0,2,3.05,3.05,12,25000,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,3,2,5,90.0,0,3.45,3.45,12,30000,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,1,2,3,98.0,2,0.0,0.0,0,20000,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20,4,2,3,96.0,2,2.73,2.73,12,20000,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,1,1,2,80.0,3,3.2,3.29,132,40000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,6,2,2,100.0,2,3.96,3.94,85,100000,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22,0,2,6,60.0,0,3.56,3.69,87,40000,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23,2,1,8,100.0,1,0.0,0.0,0,40000,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
19,2,1,1,100.0,1,3.89,3.89,11,70000,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,2,1,7,100.0,1,0.0,0.0,0,15000,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
26,4,3,3,50.0,1,3.89,3.36,23,80000,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,3,1,2,10.0,1,3.68,3.68,14,24000,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
19,1,2,3,100.0,2,0.0,0.0,0,20000,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
19,5,2,2,98.0,2,2.93,2.93,11,35000,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,4,3,2,100.0,2,3.81,3.81,12,50000,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,3,2,2,98.0,1,3.37,3.37,11,25000,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,3,1,3,100.0,1,3.25,3.25,10,62488,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20,3,2,3,85.0,2,2.89,2.89,11,30000,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22,2,1,3,95.0,1,1.45,1.45,11,40000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,2,2,4,98.0,2,3.73,3.73,11,35000,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20,2,2,1,92.0,4,3.18,3.18,11,25000,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22,5,2,4,99.0,1,3.5,3.7,100,30000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
19,1,1,2,90.0,1,2.9,2.9,11,60000,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18,6,3,2,95.0,2,3.48,3.48,12,25000,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,3,2,4,95.0,3,3.6,3.6,11,25000,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
